FacilityID,FacilityType,Longitude,Latitude,Builtyear,Spannumber,Spanlength_m,Structurelength_m,Deckwidth_m,Skew_deg,Facility_Description,NBIclass,HAZUSclass,Customclass,Vs30,Rhypo,im,State,Repair_Cost,RepairTime
06_55 0470,Bridge,-117.8757778,33.84706389,1974,2,25.3,50.9,50.9,3,2-span;3.0 deg skew;50.9 m structure Length;25.3 m Max Span Length; Built 1974;NBI 205,205,HWB10,Unknown,760,9.875668383,206.6445282,No Damage,0,5
06_55 0524,Bridge,-117.8766972,33.81795278,1974,2,36.3,72.8,31.1,7,2-span;7.0 deg skew;72.8 m structure Length;36.3 m Max Span Length; Built 1974;NBI 205,205,HWB10,Unknown,760,11.83025999,142.8424203,No Damage,0,5
06_55 0470G,Bridge,-117.8755583,33.84706667,1974,2,27.4,55.5,12.5,99,2-span;99.0 deg skew;55.5 m structure Length;27.4 m Max Span Length; Built 1974;NBI 205,205,HWB10,Unknown,760,9.889496735,206.0695371,No Damage,0,5
06_55 0472S,Bridge,-117.9804944,33.85591667,1970,5,39.3,141.7,7.9,99,5-span;99.0 deg skew;141.7 m structure Length;39.3 m Max Span Length; Built 1970;NBI 205,205,HWB10,Unknown,760,7.083136499,383.5475725,No Damage,0,5
06_55 0474,Bridge,-117.7908056,33.85398889,1970,1,46.3,47.2,80,13,1-span;13.0 deg skew;47.2 m structure Length;46.3 m Max Span Length; Built 1970;NBI 505,505,HWB3,Unknown,760,16.08346577,74.38450178,No Damage,0,5
06_55 0475,Bridge,-117.8147333,33.85114722,1970,2,44.8,90.2,23.8,12,2-span;12.0 deg skew;90.2 m structure Length;44.8 m Max Span Length; Built 1970;NBI 605,605,HWB22,Unknown,760,14.20024444,97.01835962,No Damage,0,5
06_55 0481,Bridge,-117.8776,33.79549444,1976,1,57.9,58.5,51.8,14,1-span;14.0 deg skew;58.5 m structure Length;57.9 m Max Span Length; Built 1976;NBI 505,505,HWB3,Unknown,760,13.66663734,105.2802113,No Damage,0,5
06_55 0486,Bridge,-117.9161,33.85368889,1959,3,2.4,7.9,32.1,15,3-span;15.0 deg skew;7.9 m structure Length;2.4 m Max Span Length; Built 1959;NBI 219,219,HWB10,Unknown,760,7.326295395,361.7595492,No Damage,0,5
06_55 0488,Bridge,-117.9133444,33.85358333,1959,3,2.4,7.9,32.1,15,3-span;15.0 deg skew;7.9 m structure Length;2.4 m Max Span Length; Built 1959;NBI 219,219,HWB10,Unknown,760,7.444083074,351.7715478,No Damage,0,5
06_55 0489,Bridge,-117.912625,33.85358611,1959,3,2.4,7.9,32.1,15,3-span;15.0 deg skew;7.9 m structure Length;2.4 m Max Span Length; Built 1959;NBI 219,219,HWB10,Unknown,760,7.473979119,349.2926093,No Damage,0,5
06_55 0493R,Bridge,-117.8278444,33.84414167,1970,1,39.3,41.1,16.1,62,1-span;62.0 deg skew;41.1 m structure Length;39.3 m Max Span Length; Built 1970;NBI 105,105,HWB3,Unknown,760,13.44789369,108.9619646,No Damage,0,5
06_55 0502R,Bridge,-117.9811361,33.85642778,1970,3,64,145.1,24.9,51,3-span;51.0 deg skew;145.1 m structure Length;64 m Max Span Length; Built 1970;NBI 605,605,HWB22,Unknown,760,7.074377212,384.3631376,No Damage,0,5
06_55 0503G,Bridge,-117.9807806,33.85606389,1970,4,39.9,142.6,12.5,99,4-span;99.0 deg skew;142.6 m structure Length;39.9 m Max Span Length; Built 1970;NBI 205,205,HWB10,Unknown,760,7.084314828,383.4380275,No Damage,0,5
06_55 0515,Bridge,-117.8764556,33.82529722,1974,2,32,64.6,24.4,0,2-span;0.0 deg skew;64.6 m structure Length;32 m Max Span Length; Built 1974;NBI 205,205,HWB10,Unknown,760,11.2820891,157.6602942,No Damage,0,5
06_55 0401,Bridge,-117.8799333,33.80581667,1974,2,29.9,60.4,56.2,2,2-span;2.0 deg skew;60.4 m structure Length;29.9 m Max Span Length; Built 1974;NBI 205,205,HWB10,Unknown,760,12.66402812,123.7763313,No Damage,0,5
06_55 0400,Bridge,-117.8772861,33.798475,1976,8,38.1,278.3,52.4,99,8-span;99.0 deg skew;278.3 m structure Length;38.1 m Max Span Length; Built 1976;NBI 205,205,HWB1,Unknown,760,13.41951624,109.4530693,No Damage,0,5
06_55 0399,Bridge,-117.8788833,33.80225556,1976,7,26.5,129.5,54.4,99,7-span;99.0 deg skew;129.5 m structure Length;26.5 m Max Span Length; Built 1976;NBI 205,205,HWB10,Unknown,760,13.01813682,116.7511157,No Damage,0,5
06_55 0396S,Bridge,-117.8569472,33.846775,1964,3,4.6,14.3,50,16,3-span;16.0 deg skew;14.3 m structure Length;4.6 m Max Span Length; Built 1964;NBI 119,119,HWB5,Unknown,760,11.16110643,161.2124549,No Damage,0,5
06_53C0410,Bridge,-118.0190139,33.87325833,1967,1,31.7,32.3,29.3,26,1-span;26.0 deg skew;32.3 m structure Length;31.7 m Max Span Length; Built 1967;NBI 502,502,HWB3,MSPC,760,8.42145546,281.131549,No Damage,0,5
06_53C1515,Bridge,-118.0113528,33.87782778,1967,1,25.9,26.7,19.7,0,1-span;0.0 deg skew;26.7 m structure Length;25.9 m Max Span Length; Built 1967;NBI 502,502,HWB3,MSPC,760,7.770307055,325.8890178,No Damage,0,5
06_55 0079,Bridge,-117.7906556,33.85784167,1970,4,28,112.2,34.9,13,4-span;13.0 deg skew;112.2 m structure Length;28 m Max Span Length; Built 1970;NBI 602,602,HWB22,Unknown,760,15.98559652,75.35591703,No Damage,0,5
06_55 0106,Bridge,-117.8358194,33.849725,1954,18,15.2,265,47.4,31,18-span;31.0 deg skew;265.0 m structure Length;15.2 m Max Span Length; Built 1954;NBI 203,203,HWB1,Unknown,760,12.5883901,125.3538909,No Damage,0,5
06_55 0150,Bridge,-117.9979667,33.86228333,1958,1,10.7,11,32.9,0,1-span;0.0 deg skew;11.0 m structure Length;10.7 m Max Span Length; Built 1958;NBI 501,501,HWB3,Unknown,760,7.526035038,345.0291989,No Damage,0,5
06_55 0159,Bridge,-117.9970611,33.84334167,1960,2,4.6,7.9,35.3,0,2-span;0.0 deg skew;7.9 m structure Length;4.6 m Max Span Length; Built 1960;NBI 201,201,HWB10,MCRC-Slab,760,8.645128066,267.6076052,No Damage,0,5
06_55 0196,Bridge,-117.9051111,33.85371111,1959,3,4.9,15.2,33.4,50,3-span;50.0 deg skew;15.2 m structure Length;4.9 m Max Span Length; Built 1959;NBI 119,119,HWB5,Unknown,760,7.807186816,323.1185876,No Damage,0,5
06_55 0218,Bridge,-117.8982361,33.85372778,1959,3,20.4,37.1,47.9,0,3-span;0.0 deg skew;37.1 m structure Length;20.4 m Max Span Length; Built 1959;NBI 302,302,HWB12,MSSTEEL,760,8.157778333,298.2357428,No Damage,0,5
06_55 0287,Bridge,-117.9681639,33.85447778,1958,3,25.9,45.6,51.5,22,3-span;22.0 deg skew;45.6 m structure Length;25.9 m Max Span Length; Built 1958;NBI 302,302,HWB12,MSSTEEL,760,6.805345246,410.5185244,No Damage,0,5
06_55 0293L,Bridge,-117.9828778,33.85731111,1970,5,64.3,223.4,16.2,33,5-span;33.0 deg skew;223.4 m structure Length;64.3 m Max Span Length; Built 1970;NBI 605,605,HWB1,Unknown,760,7.086611281,383.2246486,No Damage,0,5
06_55 0296L,Bridge,-117.9765,33.857525,1970,1,45.7,46.1,20.3,22,1-span;22.0 deg skew;46.1 m structure Length;45.7 m Max Span Length; Built 1970;NBI 505,505,HWB3,Unknown,760,6.837943033,407.2318867,No Damage,0,5
06_55 0299,Bridge,-118.0026778,33.85581111,1969,1,39,39.6,55.3,0,1-span;0.0 deg skew;39.6 m structure Length;39 m Max Span Length; Built 1969;NBI 505,505,HWB3,Unknown,760,8.133605801,299.8703646,No Damage,0,5
06_55 0300,Bridge,-118.0114778,33.85573333,1969,1,44.5,45.1,54.1,0,1-span;0.0 deg skew;45.1 m structure Length;44.5 m Max Span Length; Built 1969;NBI 505,505,HWB3,Unknown,760,8.65179992,267.217341,No Damage,0,5
06_55 0301,Bridge,-117.9939389,33.85586389,1970,1,37.8,38.4,55.3,0,1-span;0.0 deg skew;38.4 m structure Length;37.8 m Max Span Length; Built 1970;NBI 505,505,HWB3,Unknown,760,7.671168497,333.4889285,No Damage,0,5
06_55 0303,Bridge,-117.9983333,33.85581111,1970,2,28.3,57.3,56.5,0,2-span;0.0 deg skew;57.3 m structure Length;28.3 m Max Span Length; Built 1970;NBI 602,602,HWB22,Unknown,760,7.898322865,316.4009725,No Damage,0,5
06_55 0321G,Bridge,-117.8292389,33.842775,1961,4,34.1,118.6,10.4,99,4-span;99.0 deg skew;118.6 m structure Length;34.1 m Max Span Length; Built 1961;NBI 205,205,HWB10,Unknown,760,13.40318961,109.7370566,No Damage,0,5
06_55 0324,Bridge,-117.8316778,33.81003333,1961,4,18.6,56.6,52.6,15,4-span;15.0 deg skew;56.6 m structure Length;18.6 m Max Span Length; Built 1961;NBI 205,205,HWB10,Unknown,760,15.1219469,84.82475732,No Damage,0,5
06_55 0325,Bridge,-117.8316,33.81370556,1961,3,12.2,37.2,71.5,3,3-span;3.0 deg skew;37.2 m structure Length;12.2 m Max Span Length; Built 1961;NBI 201,201,HWB10,MCRC-Slab,760,14.88138134,87.77951554,No Damage,0,5
06_55 0326,Bridge,-117.8317278,33.81732778,1961,3,25.3,48.5,58,1,3-span;1.0 deg skew;48.5 m structure Length;25.3 m Max Span Length; Built 1961;NBI 205,205,HWB10,Unknown,760,14.63733123,90.93523613,No Damage,0,5
06_55 0328,Bridge,-117.8352944,33.83471667,1961,4,17.7,60.4,41.3,2,4-span;2.0 deg skew;60.4 m structure Length;17.7 m Max Span Length; Built 1961;NBI 205,205,HWB10,Unknown,760,13.35516916,110.578462,No Damage,0,5
06_55 0329G,Bridge,-117.8286944,33.84433056,1962,4,29.9,106.7,10.4,99,4-span;99.0 deg skew;106.7 m structure Length;29.9 m Max Span Length; Built 1962;NBI 205,205,HWB10,Unknown,760,13.3738509,110.2500319,No Damage,0,5
